,index,patient5,patient6,patient7
5190,LOC101927123,0.0,0.0,0.0
5191,ABTB1,1.392697443655824,1.403004511957948,1.4149996879624636
5192,MCM2,0.5448928786236059,0.5542883959937158,0.565775885721529
5193,TPRA1,2.385834079088876,2.4135597743208193,2.447077383441256
5194,PODXL2,3.320364637621102,3.2560134320386265,3.1756945225442474
5195,MIR6825,0.003827487690192225,0.003817500330338562,0.0038110713222400507
5196,SEC61A1,7.323474653553316,7.355827851358156,7.3947138743923375
5197,RUVBL1,2.2893815041667565,2.307160301759924,2.328562469788195
5198,DNAJB8,0.0006746746935295556,0.0007203188118071057,0.0007776519723391702
5199,GATA2,0.12773282395737062,0.1362831495114499,0.14706660538990385
5200,C3orf27,0.0033084376615166305,0.0031798956518066927,0.0030340629714345974
5201,LOC90246,0.03613713533403372,0.03825481586565037,0.040964762241750205
5202,RPN1,9.489674925366671,9.564548168298677,9.656380261735428
5203,ACAD9,2.24838219639232,2.268154399099067,2.2922009528918035
5204,RAB43,0.09365564467337749,0.09856200955229559,0.10461944643769389
5205,EFCC1,0.27556638820232193,0.2699682885487686,0.2629043853795164
5206,GP9,0.0038872929376561017,0.0038221437584101724,0.003752364565130237
5207,CNBP,11.707466118847146,11.692307327537522,11.670973457856084
5208,ISY1,1.4569306192943472,1.4642471130315007,1.4730645219403198
5209,H1FX,3.73838717032831,3.7169207106226967,3.6904941217688463
5210,HMCES,2.916454901710911,2.920779430894828,2.92538231656879
5211,H1FX-AS1,0.2412064884640334,0.23966726375292544,0.23745274688278978
5212,MIR6826,0.2377355932082577,0.23603574224678317,0.2340060138908555
5213,MBD4,3.478973654917102,3.46050887506233,3.4384207651878778
5214,EFCAB12,0.21886191633761895,0.21390993177821002,0.20799565441778067
5215,SNORA7B,0.03650618032883552,0.03625878817208099,0.035982785623186866
5216,PLXND1,0.9031093607525261,0.904052615265445,0.9041270594550369
5217,RHO,0.006823115233128896,0.0071398764954197745,0.007515616255952544
5218,H1FOO,0.0,0.0,0.0
5219,TMCC1-AS1,0.12541496011536032,0.12516426291930396,0.12486284032106158
5220,TRH,0.0006813714238810518,0.0007429601633160868,0.0008198726884978281
5221,FAM86HP,0.07509790620758085,0.07493222211063158,0.0747870157774361
5222,ALG1L2,0.0035348131685186733,0.00351311077713066,0.0034684694997545334
5223,COL6A4P2,0.01508540756465661,0.015114385591080538,0.01512755075915696
5224,ASTE1,0.7075122510620782,0.7118728911834155,0.716923730804495
5225,NUDT16,1.7480162929579843,1.7481238062975373,1.7478081773669238
5226,NUDT16P1,1.111228699680311,1.1062867855617722,1.1002447242226723
5227,SNORA58,0.03754407623177026,0.03717515604979222,0.03680767886312292
5228,MIR5704,0.0,0.0,0.0
5229,ACPP,0.22797707934795924,0.23162301632407753,0.23539140040616813
5230,ACAD11,0.36661648445634487,0.36886037351880746,0.37123165821798343
5231,ACKR4,0.08995168503563189,0.09389802818220944,0.09882822350902032
5232,NPHP3,0.6847397086727101,0.6828737693139518,0.6803140254104516
5233,TMEM108-AS1,0.017522082323041612,0.017624001246119295,0.01767614205426749
5234,TOPBP1,1.2741051472207723,1.2812890791708993,1.2898829745480913
5235,SRPRB,4.194238903963767,4.226056727355377,4.2633425394151345
5236,TF,0.04731050785744063,0.046780564260992974,0.04615550096587071
5237,C3orf36,0.00409690371818723,0.004358837866844546,0.0046764280623370034
5238,ANAPC13,6.506879337368403,6.470146354931666,6.425208513582897
5239,MIR4788,0.0,0.0,0.0
5240,MSL2,1.443198169792365,1.4346767482081846,1.4239633731408026
5241,PCCB,3.584158181583562,3.5943288145465813,3.6086644455731243
5242,SLC35G2,2.818347704100126,2.772110153757627,2.7143368223469904
5243,NCK1,2.4418343899434225,2.470233453009765,2.50368764412587
5244,SOX14,0.0,0.0,0.0
5245,CLDN18,0.14946993993378563,0.14575608684361288,0.14145257288629592
5246,A4GNT,0.007173103950877135,0.0076137395195382904,0.008155888411214179
5247,DZIP1L,0.6019314852431008,0.5973263943226731,0.5916887004626682
5248,ARMC8,2.8009957865044335,2.8012992399511454,2.8010721832050303
5249,MRAS,0.8398428257617774,0.8596579238545641,0.8842041988166819
5250,ESYT3,0.12444682082282621,0.1308762328526875,0.13879523250206596
5251,FAIM,1.8406115958034561,1.866659032114674,1.8984237998797968
5252,FOXL2,0.007202956624221675,0.007667952378443154,0.008261569113301807
5253,FOXL2NB,0.0015750506999780633,0.001484693428765018,0.0013793416748373588
5254,LINC01391,0.0004279886919806669,0.00046912962060104374,0.0005224108764136319
5255,PRR23C,0.0,0.0,0.0
5256,PRR23A,0.003420973211131249,0.003474502271937482,0.003540407076073432
5257,PRR23B,0.0018581541235914217,0.0017047139057736328,0.001531307302424849
5258,BPESC1,0.022029906689915894,0.02174591020118794,0.021398102112022303
5259,PISRT1,0.0,0.0,0.0
5260,RBP2,0.15039614127734582,0.15872389657384575,0.16914699803194896
5261,COPB2,7.15569052882054,7.166807885639952,7.179170356460755
5262,RBP1,8.04740900210705,8.171545825784442,8.320138736561457
5263,CLSTN2-AS1,0.0007943069885487286,0.0007472055675489073,0.0006930043371560587
5264,TRIM42,0.0007008963686453621,0.0006920918599798762,0.0006747819164888718
5265,SLC25A36,2.9053823804590824,2.918478549338877,2.933279944764195
5266,PXYLP1,0.7751115789608511,0.8008852258221097,0.8324416120784702
5267,RNF7,5.715205736581632,5.738676799355726,5.766489726502324
5268,GRK7,0.003912397117710513,0.003833072746933443,0.003746924462171588
5269,ATP1B3,3.7245592177192037,3.763468029198486,3.809254865036254
5270,GK5,1.6306256974028157,1.622005418458819,1.6116049452512204
5271,LOC100289361,0.50127346963217,0.49645587357674564,0.4901992940483701
5272,PAQR9,0.00030359318527999654,0.00028131793175307054,0.00025601112396483313
5273,LOC100507389,0.0005293381013820745,0.0005544622652061003,0.0005854683074603074
5274,CHST2,0.20400355903697603,0.20806442522089566,0.21256601949585413
5275,SLC9A9-AS1,0.0023065329065322057,0.002332656594018319,0.0023536184129465355
5276,C3orf58,0.905596313035809,0.9224238624008405,0.9430504553851391
5277,PLOD2,3.8156337281303085,3.8373714595853614,3.86297732598533
5278,PLSCR4,1.6896222999146446,1.700224573327344,1.7128253837317782
5279,PLSCR2,0.24643562402565722,0.24364330768018244,0.2402310402304035
5280,PLSCR1,3.9412257732526497,4.018449433810543,4.113612194528584
5281,PLSCR5,0.0,0.0,0.0
5282,ZIC4,0.0017980858474158199,0.0019778256192981907,0.002203448684684197
5283,ZIC1,0.0008639107086970095,0.0009404338839874648,0.0010368725947069756
5284,AGTR1,0.2719481724219407,0.27042578800323885,0.2674232559193181
5285,CPB1,2.6106100358687536,2.745005523041347,2.9165719476491208
5286,CPA3,0.0947591511845235,0.10057579126400985,0.1077861356560797
5287,GYG1,4.211185696659888,4.187430085361898,4.157000352143747
5288,HLTF-AS1,0.0,0.0,0.0
5289,HPS3,1.5168396735958851,1.5311382379747225,1.548934424582288
5290,TM4SF18,0.25991541937335716,0.2772279795014452,0.2984499289683448
5291,TM4SF1-AS1,0.10182364684147031,0.10680162046094484,0.11304372967941699
5292,TM4SF1,5.251743706654763,5.485499904617048,5.776379793653991
5293,TM4SF4,21.701492438052092,20.916446425083212,19.980920946676367
5294,WWTR1-AS1,0.03811491437439786,0.03920624454809266,0.0405662214394677
5295,COMMD2,2.2510937736014713,2.2736836632038018,2.3009781444091315
5296,ANKUB1,0.0,0.0,0.0
5297,LOC646903,0.4893037364005898,0.47680545533461177,0.46145719808090496
5298,LINC01213,0.03658041902851351,0.03515796472826111,0.03348610932659114
5299,LINC01214,0.18709716007695007,0.17701992935818267,0.16516934258246518
5300,TSC22D2,1.4613971256487115,1.4794923663896453,1.5018853483632013
5301,EIF2A,3.3952762104443797,3.4071886061828764,3.4204943760878113
5302,SERP1,7.557657487784666,7.559732328555661,7.562087373652983
5303,LOC101928105,0.012221595074292322,0.012324909726534916,0.012452990736673546
5304,ERICH6,0.03165039579922509,0.030895633000062026,0.029984871279150945
5305,ERICH6-AS1,0.15852361223412523,0.15786961194284846,0.15693691389330994
5306,CLRN1,0.0022683395458489835,0.0022112398742712416,0.0021403481951870057
5307,GPR171,0.022303382538784125,0.021586304795247292,0.02074393691302112
5308,GPR87,0.019567562520214025,0.01987897154234201,0.020274038231015073
5309,P2RY12,0.011308022006285109,0.011009518278733825,0.01064917884893768
5310,P2RY13,0.014851304388368751,0.01487074561477981,0.014899584252699716
5311,IGSF10,0.27958647671713177,0.2781221735494465,0.27518838631113024
5312,MIR5186,0.0,0.0,0.0
5313,AADACL2,0.0,0.0,0.0
5314,AADACP1,0.03465896581681027,0.03580178780798863,0.03720410474609714
5315,AADAC,0.14414564854486067,0.15421661835029257,0.16713347464282272
5316,SUCNR1,0.1820043881292452,0.18018892125987912,0.17745333223855456
5317,MBNL1-AS1,0.10249198582441638,0.10245727933112393,0.10245953953281633
5318,TMEM14E,0.01967429323151268,0.020049335134897574,0.020502593228140898
5319,P2RY1,0.47947186139158976,0.49307371586661175,0.5081303427792192
5320,RAP2B,2.877632884910093,2.89349371091969,2.9153310365246448
5321,C3orf79,0.0,0.0,0.0
5322,MME,0.037720996041323625,0.03977164312198557,0.04226615605968944
5323,LOC100507537,0.002508095600921004,0.0025325457802579817,0.0025569364501792625
5324,SLC33A1,2.0874732307230013,2.1144064962849987,2.146402589003808
5325,C3orf33,0.7932211415176389,0.7963789614248837,0.7999437899082188
5326,GMPS,1.9974271594966615,2.0155856200745403,2.037598803388029
5327,KCNAB1-AS2,0.0024869770211113315,0.0026369865607571282,0.0028198935412338914
5328,KCNAB1-AS1,0.007141331616833693,0.00692247776440432,0.006668681637142937
5329,SSR3,6.001901691282478,6.040444069764319,6.086609292820578
5330,TIPARP,1.5793827020977231,1.5972162545205117,1.618670464860444
5331,TIPARP-AS1,0.12109198438523168,0.1240029502766021,0.12763424757111191
5332,PA2G4P4,0.9927749852670357,0.9989558374910316,1.0066042304550347
5333,CCNL1,3.4839766669686374,3.495737692419075,3.509794970587092
5334,LINC00881,0.05968478381670537,0.057138948425395956,0.054167878285669914
5335,LINC00880,0.013978379135678433,0.014006356781914146,0.014062693188656739
5336,SHOX2,0.010354734289426213,0.010831782698340186,0.011443832797699727
5337,MLF1,1.470316412325622,1.4767115136183953,1.4837750453125538
5338,LOC100996447,1.3787006705261056,1.3737379607424187,1.3674361187625297
5339,LXN,1.1973024692562484,1.2227503454258437,1.2531490076701788
5340,GFM1,2.9396706617036923,2.947393718640368,2.95556144269499
5341,RARRES1,0.3835364256527608,0.39773126690336386,0.4150975927832212
5342,MFSD1,4.607858763509241,4.621969569368006,4.637597685833106
5343,MIR3919,0.0,0.0,0.0
5344,IQCJ-SCHIP1-AS1,0.0,0.0,0.0
5345,IL12A,0.07810900512928533,0.07882983942424371,0.079769268709703
5346,LINC01100,0.0,0.0,0.0
5347,C3orf80,0.5556308022568428,0.5415640113993292,0.5245409398329918
5348,SMC4,1.9449586581590181,1.9293249315000671,1.9109631848004625
5349,MIR15B,0.0016105036136087407,0.001636776339299383,0.001664030145462085
5350,TRIM59,1.223538316709415,1.197727917229129,1.167189084137733
5351,MIR16-2,0.0053045032620398615,0.005135196001118834,0.004938997395515555
5352,KPNA4,2.1121099589547927,2.1339213104337493,2.1599950377937143
5353,SCARNA7,0.01759347411974942,0.01785450747067308,0.018164831744760496
5354,ARL14,0.13875463530736723,0.14789071077123994,0.15936453254064487
5355,B3GALNT1,1.4544548493569853,1.4482921647429012,1.4394043958495768
5356,LOC101243545,0.007098925567400022,0.007014429589087748,0.006908942640366091
5357,SLITRK3,0.0,0.0,0.0
5358,SERPINI2,0.242125088989472,0.2570371495872488,0.27627772375592624
5359,PDCD10,3.620216385756416,3.6387374972406765,3.660979899786977
5360,MIR551B,0.02373605497701174,0.022440253140719565,0.020932744482905847
5361,LOC100507661,0.45571423184829557,0.43546971825717146,0.4115397182506576
5362,LRRC34,0.328316427942232,0.3240197211705617,0.31846915821937133
5363,MYNN,1.8614054832592606,1.8743202671646404,1.8891917107115312
5364,LRRC31,0.008266541968916059,0.008741690097085728,0.00933850724809163
5365,LRRIQ4,0.009202385236374018,0.008894880402257459,0.008519299590527527
5366,TERC,0.1707012018168254,0.1696326672353119,0.16839692032714332
5367,ACTRT3,0.23679669183836208,0.23598560651219688,0.23521911982404056
5368,SAMD7,0.0024159419715474827,0.0022382827640690254,0.002030292838182427
5369,LOC100128164,0.25869523273416734,0.253460697037458,0.2469462399240347
5370,SEC62,7.346251095689081,7.305325762682284,7.2541284006133555
5371,GPR160,0.7694284885276825,0.795598504187748,0.8286587546304534
5372,SKIL,2.8519353422148708,2.903066775299564,2.9656925801799723
5373,CLDN11,0.5872171434595719,0.5868913663219203,0.5864571852874314
5374,MIR6828,0.001074434584437728,0.0011226749853767226,0.0011817186816853221
5375,EIF5A2,0.7389221312825759,0.7461495865394174,0.7545059851674846
5376,RPL22L1,1.4970034735423614,1.522379543362216,1.5540173823572092
5377,SLC2A2,0.11234128541526449,0.11464769061458517,0.11703257635420303
5378,MIR569,0.0004735680380541039,0.0005110110089255884,0.0005571229161979397
5379,TMEM212-AS1,0.0,0.0,0.0
5380,GHSR,0.1693754375060563,0.1705990033775366,0.17125084287839873
5381,NLGN1-AS1,0.03324889674181118,0.032435437157991576,0.03139237119960303
5382,NAALADL2-AS3,0.0015876608349670736,0.0016742846304572266,0.001777736146209673
5383,MIR4789,0.00030699901539852763,0.00033516325715427485,0.00037032528364621694
5384,MIR548AY,0.0,0.0,0.0
5385,NAALADL2-AS1,0.0024938223285792,0.002687339895404007,0.002925849804181926
5386,LINC01208,0.027567568545822166,0.027294645265934475,0.026931151016490747
5387,LINC01209,0.0005858629304196931,0.0006272561558298206,0.0006776962000050126
5388,LINC00501,0.0009161323734289552,0.0009136732454279468,0.0009048948041094675
5389,LINC01014,0.7529430732687695,0.7300013457329162,0.7013910371935932
5390,KCNMB3,0.29284523739886664,0.293616556333892,0.29451759426291274
5391,GNB4,0.5588410924274335,0.5565356742805297,0.5531424826695438
5392,MFN1,1.3831801148556848,1.3976334614776487,1.4149040122257446
5393,ACTL6A,3.0866948320320517,3.122233105023581,3.1649083478150506
5394,NDUFB5,5.464770502458114,5.456308287200435,5.445473843211319
5395,LOC101928790,0.0001482086626790729,0.0001581784244507348,0.00017149195535585352
5396,TTC14,2.673027416187155,2.675017631316642,2.675800589313735
5397,DNAJC19,2.618932884166662,2.612880113928311,2.6042880053763113
5398,FXR1,3.396186021421841,3.3919726200627367,3.385385116209725
5399,SOX2,0.002688715852276549,0.0024750999871614994,0.0022258094412208745
5400,LINC01206,0.001804632126389122,0.0018824525445208812,0.0019785348773745863
5401,DCUN1D1,1.5586712117556099,1.5805727049529261,1.6070984351432134
5402,MCCC1,2.5300954013554247,2.59217430878448,2.6685352615076288
5403,LINC00888,1.6566561918764418,1.6341238213915457,1.6057422464171125
5404,KLHL6-AS1,0.0007815098366125946,0.0008508972804559307,0.0009396026068046463
5405,PARL,3.014596690030179,3.012210420800015,3.009264491813098
5406,MAP6D1,0.13275353434668005,0.13558067046059238,0.1387959638763404
5407,HTR3D,0.0,0.0,0.0
5408,ABCC5,2.1629385974189876,2.1340340570458474,2.098358111373894
5409,ABCC5-AS1,0.008049535688951647,0.007823280349545554,0.007553864750267339
5410,HTR3C,0.0,0.0,0.0
5411,HTR3E,0.007560567583825217,0.007984493181475323,0.008493375712411507
5412,DVL3,3.905779972302363,3.910542167522357,3.9153190888851066
5413,EIF2B5,3.3399386314451114,3.3360751952684593,3.3305987486411768
5414,CAMK2N2,0.5718708417005209,0.5592668811247219,0.5434701596930508
5415,ALG3,3.588969184079619,3.626013897605099,3.6722575361053416
5416,ECE2,1.2068484583349537,1.2096025589484394,1.2128774227096717
5417,VWA5B2,3.4697855166858265,3.35653757895113,3.2181151169699174
5418,ABCF3,2.7116346949366985,2.7039823450061546,2.6946138700736113
5419,MIR1224,0.05792322030976276,0.05559307295604852,0.05276850148507328
5420,EIF4G1,6.56305580789381,6.5906498744453055,6.625488673433049
5421,CHRD,0.05576869070802057,0.05942373002707716,0.06407785359020773
5422,FAM131A,1.7899344766406404,1.7818204075903363,1.7712096322962052
5423,SNORD66,0.0,0.0,0.0
5424,THPO,0.007669412583384055,0.008153077961426359,0.008763977750067218
5425,CLCN2,0.48934836274669363,0.5073503051530488,0.5292517481550664
5426,POLR2H,3.3531042779909033,3.3648688683505497,3.3794715239936703
5427,MAGEF1,4.079789117477722,4.07318035217106,4.063650771430042
5428,LOC101928992,0.0,0.0,0.0
5429,EHHADH-AS1,0.0,0.0,0.0
5430,MIR5588,0.0013871527234929027,0.0013216584776027651,0.001243137881922782
5431,TMEM41A,2.588137394215503,2.6426572301210838,2.709531192111587
5432,LIPH,1.5416961745767441,1.6155257842868915,1.7046597228719376
5433,C3orf65,0.008130756752936561,0.00871038743257514,0.009419219479284265
5434,TRA2B,4.297942905496256,4.294078598806367,4.289169580424595
5435,LOC344887,0.06085417007027408,0.06534530437846134,0.07092996254566826
5436,ETV5,1.143274666766364,1.134009673295405,1.1229688064671897
5437,LOC253573,0.0,0.0,0.0
5438,AHSG,0.0030943518825346256,0.003312989884666536,0.0035841672111004527
5439,DNAJB11,3.532171218723,3.5840148705828674,3.6472023950263845
5440,TBCCD1,0.9432378282782111,0.9612406971610323,0.9827296521881027
5441,CRYGS,0.08956961924687916,0.08928305887860526,0.08886486658430882
5442,FETUB,0.0005478710139945901,0.000542648910059393,0.0005354015328145475
5443,EIF4A2,11.508705395748395,11.470235633878943,11.416590359379745
5444,SNORA81,0.02474430158645562,0.0246304945060225,0.02449886977979921
5445,KNG1,0.07367655704379367,0.07396452037461129,0.07434463127691507
5446,MIR1248,0.0,0.0,0.0
5447,SNORD2,0.06122734935721237,0.06009000079902982,0.05877998843131656
5448,SNORA4,0.1039912795681665,0.10443464498102743,0.10496398683732677
5449,SNORA63,0.1190670759728752,0.11949686956632115,0.11999041044207144
5450,ADIPOQ,0.0018473781541236917,0.0017805903338559835,0.001696939530027184
5451,ADIPOQ-AS1,0.0008045817394592777,0.0007865203299538553,0.0007618647489286498
5452,RPL39L,0.18085071615506618,0.19062045380363926,0.20256615349809817
5453,MASP1,0.07369247641329633,0.07823489415990956,0.0837662372823578
5454,RTP1,0.0015982264130039608,0.0015527178980002973,0.0014934386411510627
5455,LOC101929106,0.0007166156909293956,0.0007653202302030259,0.0008244868095344218
5456,RTP4,0.6547380141924234,0.6835853640805362,0.7186896742206792
5457,SST,13.629070055973644,13.669193311581411,13.657836302491795
5458,RTP2,0.0,0.0,0.0
5459,BCL6,1.5458444875223096,1.5644572127123213,1.5884472899320254
5460,FLJ42393,0.23318550002425423,0.23138566969939647,0.22927444583084253
5461,LPP-AS2,0.24944598967909848,0.25694705785461286,0.2661223907829215
5462,LPP-AS1,0.019347221588534802,0.019031160581311022,0.01864077036221752
5463,TPRG1-AS1,0.012996788501145062,0.013633932260590079,0.014411122353837189
5464,TPRG1-AS2,0.0,0.0,0.0
5465,MIR944,0.0,0.0,0.0
5466,CLDN1,3.2852948807695137,3.5092298528233674,3.7853705717993074
5467,TMEM207,0.00218756870057389,0.0023219079290304986,0.0024879188517768405
5468,CLDN16,0.06700925501161713,0.07157631537102908,0.07719871434316848
5469,SNAR-I,0.011930694954910339,0.011832848419412813,0.011690354661362375
5470,OSTN,0.0004749802677749852,0.00047264083082605463,0.00046758801400784475
5471,UTS2B,0.014653204491559433,0.015070607276887003,0.01558243338780465
5472,PYDC2,0.0,0.0,0.0
5473,FGF12-AS1,0.010881454579590749,0.010468451269790765,0.009964191687325073
5474,HRASLS,0.2897684800997593,0.28595843230079676,0.2808184457243735
5475,MGC2889,0.004451839502549176,0.00447621913841941,0.004495486308510327
5476,ATP13A5-AS1,0.0012142905916587134,0.0011587876536042548,0.0010916118364491835
5477,ATP13A4-AS1,0.04088884617571927,0.04372952583830097,0.0472141007515506
5478,OPA1-AS1,0.041004979486217126,0.040861346457199944,0.04065841123515493
5479,LOC647323,0.012126168424459923,0.012381499472619557,0.012672444615852718
5480,DPPA2P3,0.0,0.0,0.0
5481,LRRC15,0.0025501646507528697,0.0026068215252146782,0.0026798602898888274
5482,LINC00887,0.022304855815807587,0.02260132723821558,0.022942773090692578
5483,CPN2,0.0018610294460574856,0.0018532541188276872,0.001837517493906267
5484,ATP13A3,3.274270403639151,3.2914425231360473,3.3124245982675022
5485,LINC00884,0.5253376864928481,0.5164864942763117,0.5058983522265666
5486,TMEM44,0.5213052073771991,0.5350061107612448,0.5518678391333381
5487,TMEM44-AS1,0.9318688534036798,0.925145804676101,0.9163768808312187
5488,LOC100507391,0.0005298076413960778,0.0005653088934239215,0.0006100029890908834
5489,FAM43A,0.19139541320112838,0.20318450322129555,0.217588909264798
5490,XXYLT1-AS1,0.001736878558922661,0.0016447557282837431,0.001534210147763836
5491,XXYLT1-AS2,0.002955160017602797,0.0029980370158396367,0.003039512174003148
5492,MIR5692C1,0.0,0.0,0.0
5493,PPP1R2,3.4015482597149376,3.4117817546699634,3.4230385082272443
5494,SDHAP2,0.37490366742506187,0.37944483522464684,0.3851657600234545
5495,MIR570,0.06827156801414354,0.06802162274043937,0.06774598216738043
5496,MUC4,0.09314006249113196,0.09776592076316877,0.10348792018525359
5497,MUC20,2.2433999011516605,2.366006774398419,2.5175444657075174
5498,TNK2,1.1997053917586014,1.181994371223298,1.159391258617004
5499,MIR6829,0.0,0.0,0.0
5500,TFRC,4.9241916704054605,4.963514063029072,5.010269409690511
5501,ZDHHC19,0.0024740666916733974,0.0026394084396745006,0.0028446751387247535
5502,LINC00885,0.0038625324514857144,0.004093108269645497,0.004373127173302695
5503,TM4SF19,0.0005436216865804749,0.0005692654081838453,0.0006003167948032627
5504,TCTEX1D2,1.6869908918513095,1.6784871966667203,1.6685208949659571
5505,TM4SF19-TCTEX1D2,0.0012083471269227514,0.001146300935525773,0.0010726205241459114
5506,PCYT1A,0.9936826342293443,1.007986495881431,1.0255250575436716
5507,TM4SF19-AS1,0.04704560471044732,0.04682362272464842,0.0465243371283688
5508,FBXO45,0.9672343184824432,0.9646419011200733,0.9611784101900727
5509,WDR53,0.8028648689371192,0.805249415039076,0.8077893030301513
5510,C3orf43,0.0,0.0,0.0
5511,PIGX,2.4000293235417565,2.406045438151298,2.4127757095323177
5512,NRROS,0.0063437289834636845,0.006668492230493853,0.007063102351900599
5513,CEP19,0.39216153125552783,0.39497141112606643,0.398119931069623
5514,NCBP2,4.334827589797789,4.343182895398151,4.35289269860056
5515,MFI2-AS1,0.16191364132946354,0.16094651827043324,0.15976499112709663
5516,NCBP2-AS2,3.22688286238747,3.221069590625258,3.213570222450528
5517,PIGZ,0.828273488857769,0.8213505880886638,0.8130465134851445
5518,DLG1-AS1,0.04955302463178238,0.04954281433116203,0.049571463392930615
5519,MIR4797,0.0,0.0,0.0
5520,LOC220729,0.841773939027744,0.8386930911576228,0.834980251155253
5521,FYTTD1,3.899178123144375,3.9178897191940307,3.938809122843354
5522,KIAA0226,2.188141865703027,2.1941418024934687,2.19982928069369
5523,MIR922,0.0,0.0,0.0
5524,LMLN,0.7721882337499428,0.778676944681817,0.7865002868555367
5525,RPL35A,8.74643568516974,8.760347961633167,8.776553636477553
5526,LMLN-AS1,0.007330647616121979,0.007338604518453718,0.007348704915961663
5527,FAM157A,0.02266834947224576,0.022906536228513952,0.023216262361401056
5528,LDB2,0.8284737030975352,0.798652897213265,0.7636218968620715
5529,ACOX3,0.9876846371688132,1.0050767778022676,1.0269290273022995
5530,TMEM33,5.144212180171913,5.14977647738241,5.15548553450969
5531,SEPSECS-AS1,0.21399520083270113,0.21037322686438842,0.20590199902971856
5532,CCSER1,0.6357938293998925,0.6373955312136261,0.6387438619153107
5533,LEF1,0.06429744812161184,0.06799561287285824,0.0724538286509733
5534,LIN54,0.8802949032139459,0.8797029721666493,0.8785421130875481
5535,SPOCK3,1.9646992396350555,1.8635981952804959,1.7446328592354934
5536,IL15,0.2347998756012447,0.24680890116457868,0.2613500776619214
5537,WFS1,8.324849296523041,8.143157375575383,7.919478681093391
5538,POLN,0.07196305166190732,0.07319887387799925,0.07466146534346996
5539,STK32B,0.7140601159203833,0.6843663882099006,0.6494951559838751
5540,SORCS2,0.02976602644722913,0.030005408984958105,0.030342729059493832
5541,OTOP1,0.0,0.0,0.0
5542,HTT,2.985488234066338,2.972555008497447,2.9566102634400884
5543,BST1,0.08119839267675524,0.08372083972993795,0.08678746970834103
5544,KCNIP4,0.08216667190430559,0.08179448912572121,0.0812635246518315
5545,NCAPG,0.10387272890260073,0.10355925589307828,0.10321002364885164
5546,APBB2,1.5065995796273828,1.5125966028438333,1.5196099101747358
5547,PDS5A,3.6474816561370225,3.6425922664233448,3.636436639177279
5548,TEC,0.3167587292900105,0.31969418366380375,0.3229731424893235
5549,GABRB1,0.013183427927984067,0.013158107951827726,0.013097532923820243
5550,GRXCR1,0.003000701183392672,0.003032340552897513,0.0030576109152821843
5551,KIT,0.10674782289873876,0.11316854251869198,0.12100317049164301
5552,USP46,0.8986390582725364,0.9158110377320893,0.936457655426621
5553,LPHN3,0.00341363900083674,0.0034820297149343498,0.0035632325177780253
5554,SLC4A4,3.236839036534273,3.4242347175691727,3.652172229616738
5555,ADAMTS3,0.009599626593069106,0.01029347121320815,0.011146166112162684
5556,RASSF6,1.5326626359839026,1.58883210212258,1.6560518291553006
5557,MUC7,0.004247881679091031,0.0039806860912797795,0.00366372526163822
5558,YTHDC1,4.231111653393881,4.202136098556429,4.166587317276873
5559,C4orf22,0.005006350733477818,0.005402427615148454,0.005887225502341575
5560,CNOT6L,2.0162720742791813,2.002362332903953,1.9852530882814117
5561,SHROOM3,2.131510748772894,2.159752206303583,2.195039679749474
5562,CDKL2,0.6049093016493031,0.603659688704528,0.6013802524622565
5563,MAPK10,2.2527266331234252,2.1949742907491205,2.1236766176045716
5564,GPRIN3,1.2064224848089773,1.2062861979967792,1.204506781959115
5565,ABCG2,0.6082223718766646,0.5788318493450056,0.5442361331087134
5566,PDLIM5,5.461807352104181,5.502699809392421,5.551991893201304
5567,GRID2,0.0020396411519768547,0.002009961452067385,0.001979342237578565
5568,UNC5C,0.19717002536394987,0.19765653311485273,0.19778113586591373
5569,STPG2,0.15009243581567808,0.14790810139446248,0.14515754755552454
5570,SLC9B1,0.5258731566987698,0.5242788709046143,0.52229193116031
5571,CISD2,3.400637271988438,3.4066525911691476,3.413341045717175
5572,BANK1,0.3444387649343321,0.34148899240334596,0.3369190320872346
5573,ANK2,0.9484745697773533,0.9106392394814959,0.8655323019755099
5574,ALPK1,0.4079684274891735,0.430362446878651,0.4581585148935711
5575,COL25A1,0.011517872019216002,0.01138824307568227,0.011230292851711149
5576,PRDM5,0.34472204835575293,0.34552148769856067,0.34647675537177586
5577,TMEM155,0.0,0.0,0.0
5578,LINC01091,0.3545953253409977,0.3442237502203048,0.33123397901705004
5579,LOC729218,0.3930928319579453,0.39198290330839874,0.39051977188638165
5580,C4orf33,1.4327844501589018,1.4418731958208029,1.4530565867113763
5581,TBC1D9,2.420208099608522,2.4144476239831008,2.407597773810844
5582,TTC29,0.0064899774338541705,0.00678134461231755,0.007143691077739318
5583,INPP4B,1.1882047034426437,1.2124448137285742,1.241196835077289
5584,ARHGAP10,0.7105931805582002,0.7105719003830125,0.710966065170157
5585,ZNF827,1.4100457381165854,1.4035161689322169,1.395291205051934
5586,SH3D19,1.042521049494354,1.0749917176963557,1.114820008785192
5587,TRIM2,3.1795815977845847,3.1809234335770564,3.179557205331508
5588,DCHS2,0.14766254948670535,0.14721166207092318,0.14624571218382845
5589,MARCH1,0.4464960389469455,0.4422706356809059,0.4366514297187271
5590,FSTL5,2.1052581744911167,2.014963134400266,1.9075711881492066
5591,MFAP3L,0.3097873975663018,0.3096864656002166,0.3094208922013925
