,index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
216,patient7_A9,-8.793719,-2.712954,-0.6436958,0.0037480015,0.06089666,0.11540521,0.19323397,0.088245556,0.5730339,0.010420784,-0.20818155,-0.1712077,-0.005428983,0.052588906,-0.09543807,0.05868634,-0.0050339475,-0.11653566,0.061051052,0.0061709797,0.022889342,-0.019757506,0.025371434,0.0033056417,-0.028489891,-0.027777027,0.01056679,-0.006894013,0.0062340912,-0.008704778,-0.0014628023,0.019132394,0.0067060413,0.00545606,-0.026124023,-0.029177176,-0.003752371,-0.013185552,0.0024966637,0.00070451025,-0.0009261,0.0077945744,-0.0030211522,0.0058673983,-0.0027128565,0.004721176,0.0039300583,-0.000102055,0.0006456114,0.0028262094
217,patient7_B1,-8.618702,-1.8852674,-0.012578825,-0.110741325,0.08087216,0.05805278,-0.3611168,-0.18237677,-0.43267602,0.37761965,-0.1068072,-0.053694747,-0.06764863,0.13844709,0.023656953,0.015701624,0.027851207,-0.05388601,0.019760426,0.010895065,0.012606986,-0.006974066,-0.005530862,-0.014090261,0.01787201,0.00073641835,-0.00377958,1.9546678e-05,-0.0030913304,-0.010777638,-0.003782811,-0.0032430077,0.0028378419,-0.004290222,0.002175686,0.00990272,-0.0018891882,0.004641397,-0.00097281474,-0.002953105,0.0011282389,-0.0014502726,0.002523127,-0.002698351,0.0012099441,-0.0014060637,0.0006935111,0.0010878032,-0.00051494705,0.0027090441
218,patient7_B10,9.421436,-4.9523363,-0.19727434,-0.15580167,-0.6178466,0.18290624,-0.39626652,0.49559635,-0.0073291142,-0.04051126,-0.027193332,0.024749395,0.044450365,-0.011653149,4.9595374e-06,0.077073574,0.036648665,0.04585141,0.04421741,-0.0014862041,0.018140439,-0.00059415615,0.0043712105,-0.06867676,-0.010437552,-0.0018284036,0.013619669,0.020865995,0.0062140226,0.011596828,-0.0032562625,-0.012243111,0.0075934096,-0.00442604,-0.00646981,-0.0018632574,0.0014683024,-0.0014266376,0.0045306026,0.0018127311,-0.0016270012,3.7811762e-05,0.007054372,-0.0015132033,0.0014465296,-0.00010345935,0.0009743236,-0.0041719354,0.005911491,-0.0036485584
219,patient7_B11,-8.364868,-2.0317569,-0.23177686,-0.05683836,-0.090544425,0.0037994287,0.024242861,0.04411332,-0.1360227,0.08673837,0.3816223,0.31374064,-0.02716917,0.13171941,0.27157587,0.025772223,0.024909573,0.12639174,-0.040898368,0.0071234913,-0.012673818,0.03181893,0.016183926,0.016592486,-0.03789359,-0.0065105334,-0.0001576104,-0.00705128,-0.0048845895,0.0020307933,0.0032452242,0.0008275248,0.0074220276,0.001800871,0.010214265,-0.0076684607,0.0012881331,-0.004246172,0.008924057,0.017296767,-0.0022636144,0.013321072,0.000491755,0.010413115,-0.0027497443,0.005763789,0.0008843053,0.00071513787,-0.002059195,-0.0020113117
220,patient7_B12,7.8257527,-4.373164,0.6758455,1.3056966,4.5786853,-1.082267,0.05648288,-0.06808506,-0.00011221681,-1.4993805e-05,-0.0048574223,0.01929623,-0.0013539994,0.01180436,0.004862529,-0.022259098,0.0298998,0.033612635,-0.036533587,0.019572672,-0.022205662,-0.027591681,-0.059566267,-0.011270293,-0.038990382,-0.014172512,0.03294124,-0.000271967,0.0071784244,-0.004135387,-0.02965956,0.041711356,0.014637152,-0.0580202,0.0008397239,-0.007694767,0.02662449,-0.021240436,0.009662099,0.04056563,-0.03507064,-0.032162804,0.023166338,-0.021206414,-0.032810558,-0.022531617,0.025556946,0.01036186,0.0048851,0.013524951
221,patient7_B13,-8.47231,-2.1286893,-0.16843899,-0.07100995,-0.0717903,0.05764199,-0.5011056,-0.2477637,-0.3644374,0.034435775,0.20336923,0.046702944,-0.12646234,0.21699396,0.033995453,-0.061919022,0.052988302,0.19997223,-0.050188288,0.018355014,-0.028866192,0.025203742,-0.044893168,-0.024263449,0.027624592,0.019688753,-0.0025668764,0.008820348,0.0007797442,-0.03397711,-0.007863839,0.007399213,0.009770024,-0.00031619688,-0.011358342,-0.0086006895,-0.010245703,-0.006573791,0.004110126,0.0012301786,0.0039401134,0.00747221,0.0011288681,0.009796774,0.0020647123,0.0049654827,0.0028681976,0.0021245915,-0.004587847,0.008076784
222,patient7_B14,9.67621,-4.688068,-0.24978378,-0.61506253,-1.2725458,-1.099205,0.37069723,-0.4765232,0.0120196035,0.05389414,0.009878036,-0.0098707685,-0.013305433,0.024539268,-0.0038838703,-0.103993386,-0.03237666,-0.058857836,-0.07030135,0.016587343,0.00872655,0.03270878,-0.00074551866,0.052796777,0.008666331,0.005160203,0.0035637598,-0.011117757,-0.0074721943,-0.008016908,0.0066062883,0.0011674869,-0.0017826209,-0.0017655607,0.0060347603,-0.009867335,-0.011134042,0.0012106501,-0.005607797,0.0026781228,-0.0032825544,-0.0015979498,-0.0004012697,-0.0010174364,-0.00124258,0.002345927,-0.0032047783,-0.0013889839,-0.0064008026,-0.0014676042
223,patient7_B15,-7.9474072,-1.7157308,-0.7948793,-0.16324173,-0.03544305,-0.08496205,0.4540929,0.20874089,-0.07850545,-0.20723532,0.006089923,0.04830062,0.08121956,-0.15328616,0.12575386,-0.035224255,-0.017675802,0.014451901,-0.06955399,-0.006021059,-0.07939806,0.00031991766,-0.091354616,-0.03425508,0.07083224,0.05141258,-0.01857699,0.027399844,0.0041678753,0.032180652,-0.007556068,0.015589805,-0.014012556,0.011407985,-0.03060162,-0.019023668,-0.006939201,0.001617407,-0.013189576,-0.032771677,0.0014427366,-0.018893322,-0.008165609,-0.021790214,0.0024344258,-0.008876822,-0.00066497765,-0.002330142,0.0042228787,0.0043085814
224,patient7_B18,-8.241151,-1.7658105,-0.87282234,-0.21805134,-0.059166707,-0.20947212,0.73043096,0.4219097,-0.24221383,-0.23284547,0.08828221,-0.016877541,0.036700904,-0.15353842,-0.06587425,-0.017620469,-0.009253112,0.00210474,0.022500088,-0.008069562,0.009336391,-0.0031338776,0.017975148,0.010924086,-0.016200507,-0.0049678455,0.009653951,0.001010422,0.004411713,-0.0024098605,0.006919747,-0.002776803,-0.0021532257,-0.0025872663,0.0067356033,0.007088545,0.0022356175,-4.2639735e-05,-0.0006867276,-0.00018161061,0.0019250787,-0.0026275138,-0.0004287457,-0.0023956005,7.851513e-05,-0.00034379546,-0.0001879581,0.0007946431,-0.0010449437,0.0015302532
225,patient7_B21,9.632874,-4.7527065,-0.21709408,-0.43146738,-0.9635908,-0.38021922,-0.06825109,0.04583766,0.071684435,0.096777946,-0.0049660783,-0.04915667,-0.17197149,-0.10172194,-0.0044762525,-0.042192884,0.17000982,-0.089053586,-0.16522081,-0.01938623,-0.06177152,0.0031515812,0.06800064,0.17378339,0.07701707,-0.040048137,0.0092374645,0.08480573,0.0487877,-0.0134445205,-2.9109306e-05,0.016170036,0.013845195,-0.00526155,0.031093558,-0.019827478,-0.0076180007,0.0017505956,0.0025781132,0.0045888037,-0.018684193,-0.008286836,0.009082048,-7.5269345e-05,-0.01036668,-0.004031259,0.0020659594,-0.030042328,0.0073780273,-0.005221264
226,patient7_B24,9.513319,-4.917226,-0.22991067,-0.38608727,-0.91139024,-0.26506275,-0.17301515,0.10134481,0.0714381,0.012284627,-0.04237522,-0.011840991,-0.28308398,-0.23305936,0.040186446,0.20346057,0.12222074,0.11732849,0.09766605,0.012515729,0.014604084,-0.030354377,0.0072635286,-0.10970606,-0.019154776,-0.014443367,-0.0106391935,0.013023791,-0.02321187,0.005800062,0.0023997142,0.010953088,-0.008218767,-0.014632547,0.033370093,-0.015513932,-0.025288949,0.004426132,-0.008427616,8.743235e-05,0.0038913882,-0.005001457,-0.010101639,-0.007970235,0.004633684,0.002463632,0.003634291,-0.0019878808,-0.0038425864,0.0023530466
227,patient7_B3,9.597329,-4.835067,-0.1899622,-0.45988795,-1.1998613,-0.8932141,0.2720937,-0.43619454,-0.06236059,-0.06744508,0.065517984,0.05770694,0.37052432,0.22826436,-0.109432325,0.1872164,0.0053807367,0.05739093,0.11373545,-0.07263797,-0.068237886,-0.0785868,-0.02580568,0.037724085,0.013616311,0.016476285,-0.012446361,-0.0069772326,-0.0047879983,0.0062426906,-0.0057237307,-0.0032841847,0.009954029,0.008480426,-0.0043536397,0.011986729,0.0042428146,0.0053618187,0.009222063,-0.0013199943,-0.008726933,0.0013067138,-4.6261568e-05,0.0034775722,-0.0016710493,-0.005139531,-0.0023084832,-0.0010783285,0.0042252094,-0.00025967538
228,patient7_B4,-8.742272,-2.6559827,-0.6077276,0.014478381,0.07399013,0.11125797,0.094284445,0.031981837,0.6246886,-0.062491816,-0.15739875,-0.19414924,-0.024199907,0.06975801,-0.10786414,0.078554794,7.3470634e-05,-0.18239103,0.07763584,0.006596981,0.034784544,-0.02778661,0.03921209,0.0025882837,-0.037175495,-0.039863557,0.0114359865,-0.009284453,0.0031604853,-0.005067011,0.0032778948,0.020613126,0.0039783763,0.0038121853,-0.02746529,-0.027879572,-0.0028089047,-0.010501457,0.0012858649,0.00015457481,0.0007843547,0.0071429545,-0.0020658467,0.0050937557,-0.0026416373,0.004503488,0.006610242,0.0010946912,-0.0003370183,0.0067562293
229,patient7_B5,-0.47986552,5.5023155,8.836987,0.23180993,-0.44355577,-0.018389482,0.047515213,-0.0130161,-0.045115557,-0.09355324,0.0018087856,-0.03368769,-0.07997833,-0.014260737,0.040300854,0.07010164,0.05787904,-0.021608893,0.015793057,-0.2480488,0.1182511,0.11958125,-0.071801044,0.030765582,0.046454687,-0.017786236,0.05542912,0.019248292,-0.009726354,0.022280449,0.03267874,0.025709316,-0.0060484484,-0.026700543,-0.014695973,0.019786049,-0.023241552,-0.025285706,-0.0035984186,0.006249621,0.002114341,0.01155863,0.0077331467,0.020470018,0.012721694,-0.0118596135,0.009530261,-0.001567024,0.00077871134,0.002502172
230,patient7_B6,10.172639,-4.7105494,-0.022651555,1.3018435,0.35315898,4.0941157,0.33143324,-0.3115341,-0.09587427,0.012902079,0.0046476806,-0.01753882,-0.044620942,0.009141018,0.014208641,0.00451298,-0.0015231855,-0.003249402,-0.016691241,-0.013884866,-0.031517297,-0.0006571294,0.0077716135,0.015043982,0.013955616,0.008146159,-0.00789525,-0.02786856,-0.021797106,-0.03099199,0.011556319,-0.035244152,-0.0527396,0.0041723745,-0.007948972,-0.0018330368,0.030607563,-0.008083897,-0.012406115,0.0138224,0.0019153479,0.014600539,-0.025009457,-0.001790021,0.002461273,-0.008878058,0.023337914,-0.0009620505,-0.00055098324,0.016661538
231,patient7_B7,-8.7814865,-2.6045048,-0.34034935,0.0045656087,0.022147879,0.1884467,-0.3353097,-0.22633798,0.2855882,0.0038581502,-0.23558794,-0.11127836,0.014403168,-0.012474616,-0.106998034,-0.024129154,-0.01916873,0.027048498,-0.012740643,-0.004408971,-0.0037376801,-0.00020470549,-0.013728573,-0.0034648634,0.016060013,0.0077231186,-0.0041045356,0.0065525207,-0.00312559,0.0056911674,-0.003988606,-0.0028988565,-0.0036782029,-0.0015487843,-0.00026964428,0.0029746643,-0.00016164275,0.003995611,-0.0015748703,-0.0025793363,0.0009465139,-0.0021847037,0.0012797073,-0.0024345324,-0.00021999156,-0.0012587718,-0.0001619128,-0.00030921178,0.0011508574,-0.00066851004
232,patient7_B8,-0.48361513,5.473347,8.875999,0.2745008,-0.46681392,-0.023011742,0.05799896,-0.00017556781,-0.018934818,-0.054768745,-0.0013687648,-0.034535125,-0.028437782,-0.013088659,0.009444956,0.052986562,0.020441534,-0.011870909,0.0012408703,-0.1529714,0.05579842,0.096633576,-0.048135128,0.006661851,0.0029630926,-0.026790932,-0.0033912365,-0.005555838,0.017542027,-0.004862769,-0.008206928,0.004574943,-0.0065543097,-0.0063120546,-0.0060013016,0.0024018672,-0.008416521,0.001200966,-0.0015961226,0.0010789024,-0.0020058132,0.0035704013,0.001258786,0.0027589025,-0.00055367016,-0.0016963397,0.0007997718,-0.00040155253,0.0026684063,-0.0007666487
233,patient7_C1,-8.094543,-1.7134479,-0.70338213,-0.18413258,0.013144451,-0.07290647,0.52991503,0.32308367,-0.10371582,0.033166822,0.118005075,0.022345297,-0.004124244,-0.027199913,0.053099845,-1.1421394e-05,0.015210683,-0.07642032,-0.00065415207,-0.00078862696,-0.022446275,-0.01168117,-0.03914781,-0.025395056,0.040054683,0.020415902,-0.008000778,0.008599181,0.004786865,0.006185455,-0.0051249904,0.0038821846,-0.004941172,0.0023189783,-0.009841003,-0.0014469218,-0.0027943673,0.0035598357,-0.005602261,-0.015396596,0.0016646541,-0.008322943,-0.0018815306,-0.013134414,0.00047737622,-0.00420188,-0.0006854434,-0.0005700131,0.0031343414,0.0023415643
234,patient7_C10,-8.401526,-1.6545987,-0.34905648,-0.09695976,-0.07323424,-0.25284478,-0.22934936,-0.23257315,-0.5801526,-0.4766498,-0.11292046,-0.067251325,0.05788857,-0.10137134,0.1506224,0.009534176,-0.012356338,-0.038152266,0.022994302,0.026391605,0.008665947,-0.019520799,-0.000573217,0.0023708714,0.0046012844,0.0032115737,0.010725531,-0.0069942814,0.020296464,-0.032535043,0.003087833,0.010519266,0.007049059,0.00435723,-0.007866115,-0.0053211553,-0.0022334396,-0.012211623,-0.0032157917,-0.006657334,-0.0005232872,-0.004384816,-0.0063669113,-0.005514732,-9.6456795e-05,-0.0011060067,-0.0025577128,-0.0018428256,-0.0007565775,0.0016618076
235,patient7_C11,9.618314,-4.732786,-0.29195595,-0.5805924,-1.1765296,-0.8484824,0.11389224,-0.14965622,0.04809909,0.07271557,-0.009214344,-0.047968984,-0.263098,-0.12614916,0.076691374,-0.19642164,-0.0863562,-0.048370503,-0.07538556,0.041810516,0.048976466,0.043773733,0.009173511,-0.025800847,-0.012189868,-0.009922763,0.01662919,-0.011057581,0.020548427,0.010605892,-0.006955094,-0.011895487,0.008412633,0.015041231,-0.03381312,0.018577281,0.030042749,-0.0041702827,0.012318794,-0.0037603776,-0.0020394542,0.005724003,0.007114634,0.0048136823,-0.00031511852,-0.0025454238,-0.0005557696,-0.0005395854,0.008621459,-0.0042197215
236,patient7_C13,9.421392,-4.9094305,-0.18655424,-0.09931805,-0.5527844,0.17369975,-0.32444215,0.4190101,-0.0364758,-0.03946893,0.012037025,0.016187314,0.09697451,0.063508235,0.0032159023,0.0028878953,-0.09218763,0.021155164,0.0626031,0.003604153,0.03861196,0.036654007,0.015714806,-0.090420336,-0.006996185,-0.0032845193,0.016346402,0.044676773,0.0027083699,0.010539434,-0.00025793343,-0.01168659,0.005645644,-0.008327857,0.0023472763,-0.012251725,-0.005863345,-0.002465416,-1.2379469e-06,0.0030768833,-0.0041192635,-0.003960331,0.01122161,-0.0017287454,-0.000860369,-0.0016861861,0.0044008987,-0.01523897,0.0034023738,-0.0040783277
237,patient7_C14,7.850616,-4.422163,0.6926054,1.3169217,4.5977736,-1.1044086,0.047079414,-0.033948474,-0.025886433,0.042563476,0.009744927,0.009540046,-0.03140768,0.042177573,-0.0152425235,-0.020330856,-0.011279824,0.008274516,-0.049110506,0.001622221,-0.0031212692,-0.09974529,-0.16069163,0.016630504,-0.058720406,-0.046059757,0.0065833046,0.017325228,0.016106084,-0.0012740308,-0.00022450088,0.04774021,-0.024920003,-0.04465459,0.009308125,0.0054715225,0.040591992,-0.017351894,0.023970736,0.0041059614,0.019725166,-0.0021928223,0.003905935,-0.01215476,0.00086092687,0.0047241296,0.011504714,-0.010448846,0.0011050828,-0.004711051
238,patient7_C15,9.567778,-4.8588524,-0.1662002,-0.37032637,-1.0878989,-0.7336958,0.19865008,-0.35548967,-0.0839635,-0.084264636,0.08267033,0.07101248,0.4484779,0.27389482,-0.13752025,0.23587558,0.015759196,0.06057565,0.13607708,-0.08219242,-0.08065952,-0.0789284,-0.017230047,0.023279203,0.028645346,0.0049243253,-0.014330704,0.031130234,0.0037798297,0.0032437611,-0.005970429,-0.0050766305,0.0074146576,0.00418234,0.0009976941,0.0071559,0.013955855,0.0065846806,0.015973393,-0.0033542241,-0.009504757,0.004760639,-0.0028471795,0.0031026294,-0.007280196,-0.0061281314,-0.003931223,-0.0071857334,0.0061763516,-0.0028996824
239,patient7_C16,-8.365885,-2.1773984,-0.46333483,-0.0952817,-0.045985382,0.0439124,-0.17070912,-0.012123195,-0.054054704,-0.045281198,0.3713026,-0.018296769,-0.19327441,0.28130004,-0.046852905,-0.044498175,0.07792727,0.05848621,-0.006008371,0.018284883,-0.0056774723,0.0039781523,-0.034202445,-0.033834726,0.03549177,0.015589888,-0.0014388629,0.0013023937,0.0081701195,-0.03688511,-0.006062104,0.005222979,0.007776897,0.0009487585,-0.009769866,-0.002703197,-0.0091758,-0.0054001636,0.00131638,-0.00411346,0.0030781396,0.0010212936,0.00028139673,0.0013325087,0.00123009,0.0016552592,0.0009782097,0.0008936887,-0.0016664991,0.0056335637
240,patient7_C17,9.536637,-4.858765,-0.17282279,-0.31923395,-0.974411,-0.53730327,0.072380014,-0.13837494,-0.0726456,-0.06401482,0.041910026,0.06552444,0.3823625,0.22038035,-0.09484101,0.12860547,0.023555553,0.018105878,0.06621971,-0.041875273,-0.041416373,-0.027833644,0.0033297795,-0.009584288,0.02201462,-0.0064951284,-0.0016206494,0.055070877,0.012803729,-0.0020579812,-0.0024986062,-0.011084253,0.00014525418,0.0023863658,0.0018966557,-0.00072973716,0.0129995635,0.002240984,0.003686462,-0.0021482215,-0.0007616972,0.004294316,-0.0020561717,0.0041475156,-0.0028135283,-0.0041673966,-0.0031755308,-0.00036397937,0.0014688324,-0.0017713998
241,patient7_C19,9.658747,-4.703384,-0.29171786,-0.6320973,-1.3260745,-1.0878483,0.3127718,-0.35149473,-0.0002268629,0.028964965,-0.009494989,0.0056528733,0.025439903,0.027084403,0.0047460003,-0.19163036,-0.062719606,-0.071778215,-0.08028631,0.05112422,0.048500616,0.060322184,-0.0019926175,-0.039351594,-0.014934399,-0.0085454155,0.013468725,-0.031736534,-0.011207227,0.008479932,-0.0066607366,0.005016521,0.00015355542,0.004000268,-0.008827325,0.010239536,0.008706991,-0.0013697769,0.020360267,-0.00035878667,0.00011379694,0.004993959,-0.004594173,-0.0010510915,0.0018824188,-0.0020390188,0.0023402658,-0.0006114258,0.010907389,-0.0010109699
242,patient7_C2,-8.372545,-2.0967197,-0.40716973,-0.106443524,0.0013611938,0.10931816,0.21714547,0.184381,0.09579435,0.25688294,0.30512625,0.193146,0.036715962,-0.108991496,-0.05747941,-0.00076136086,-0.0022667737,-0.009215412,-0.016887417,-0.013836471,-0.019423798,0.004940556,-0.014664091,-0.008188501,0.004596646,0.007230944,-0.00059806724,-0.000708999,0.0007088423,0.0125077,-0.0012203272,0.0080593685,-0.0010134286,0.008073112,-0.012963745,-0.013568119,-0.0016573827,-0.0050724,-0.003442218,-0.004938616,-0.00097264757,-0.0021672277,-0.0040447335,-0.0023589274,-0.0008149333,-3.0897714e-05,-0.0007289111,-0.001896453,0.00044489503,-0.0010302198
243,patient7_C21,9.464551,-4.941875,-0.19836992,-0.31074294,-0.82181585,-0.17465416,-0.31649727,0.40965456,-0.005199545,-0.030776147,-0.06479992,0.037998784,0.11220311,0.0013291487,-0.008607209,0.058031496,0.1867129,-0.0037835364,-0.060568076,-0.017026795,-0.037210524,-0.06184885,-0.018005729,0.039527617,0.0016958293,9.5337025e-05,-0.003832007,0.0014846734,0.043711014,-0.006842789,0.0022674738,-0.032103427,-0.0025703295,0.040529624,-0.050207984,0.04268979,0.058561526,0.00039628378,-0.0020633168,-0.0046692095,0.014782414,0.017693322,-0.01810933,0.014417532,0.00083725917,-0.005571522,-0.00858945,0.034009714,-0.0042782384,0.009773369
244,patient7_C22,9.617451,-4.7898846,-0.19845876,-0.54057217,-1.1625122,-0.94265014,0.26759335,-0.43364993,0.0059922645,0.014355044,0.028788542,0.0029282265,0.023515401,0.055891257,-0.01871268,0.11694944,0.013695623,0.04695044,0.05563713,-0.05561536,-0.031243162,-0.056437388,-0.030190388,0.097158134,0.004181395,0.046007175,-0.008008589,-0.0277033,-0.0012002793,-0.008606111,0.015418712,-0.017087884,0.010592492,-0.0003170411,-0.0053719203,-0.01475321,-0.02513114,-0.0040923804,-0.029889494,0.012910443,-0.009727083,-0.015363111,0.01803657,0.0011391242,-0.005673261,0.006252458,0.0024625685,-0.011097268,-0.017060036,0.0031677892
245,patient7_C23,7.858175,-4.348879,0.68972135,1.3177934,4.5611906,-1.1206393,0.086349785,-0.09541783,0.015148057,-0.0026534547,0.0049621426,-0.00972937,-0.009056424,-0.02098822,-0.012464263,-0.02125165,0.008482711,0.0003198345,0.0038876145,0.013253089,0.02008318,0.0006538785,-0.01666086,-0.03094976,-0.022619905,0.0077601396,-0.009731083,0.0035471828,-0.016302794,-0.011835381,0.014245096,0.0053734584,0.0019826218,0.022838185,0.021328626,-0.0006903858,-0.0010905358,0.0015269334,-0.038458616,-0.0036761973,-0.037404954,0.00024705596,0.0013831604,0.019234633,-0.008930152,-0.0053415652,-0.008185081,0.008674606,0.00894867,0.0020277512
246,patient7_C24,9.601131,-4.7591133,-0.22785868,-0.47219434,-1.02582,-0.609486,0.032678045,-0.015403384,0.02519056,0.052403368,-0.040007073,0.0032870977,0.004119462,-0.02122363,-0.010708873,-0.101829246,0.14204232,-0.093429886,-0.15950516,0.019576868,-0.011216281,0.031807777,0.033727415,0.072112694,0.033880312,-0.027928898,0.0129468385,0.04610328,0.03396122,-0.013652086,0.0014421059,0.0018371132,-0.0015933035,0.0023117922,0.005183653,-0.0046145353,0.011553668,-0.0005900439,-0.004037223,-3.704805e-05,-0.00035660973,0.0019742793,0.0006745168,0.0029491633,-0.0022724604,-0.00059385307,-0.00096247887,-0.0020577316,0.00011803452,-0.0032492143
247,patient7_C3,9.528754,-4.8229203,-0.22884633,-0.26947612,-0.7429123,-0.108742125,-0.23952506,0.2960181,0.013674979,0.052169293,0.052747205,-0.07339569,-0.12143915,0.0019701032,0.029553417,-0.09679654,-0.17762573,-0.044556737,-0.008524266,-0.028905177,-0.03112542,-0.0055812458,-0.0047312616,0.12531812,0.0118499035,0.012927372,-0.013070413,-0.031177154,-0.004473225,-0.0073878756,-0.0014693654,0.022711854,-0.0026336485,-0.014093286,0.0069773872,-0.006536483,-0.016499238,-0.0008027892,-0.0048170853,-0.0018055885,-0.0019164201,-0.0057365145,0.008762707,-0.0038302266,-0.0003730937,0.0067466106,0.001983498,-0.0034724197,0.0009652138,-0.0013861597
248,patient7_C4,9.624448,-4.787025,-0.19646004,-0.48023826,-1.2211208,-0.9193862,0.34903666,-0.466343,-0.0540289,-0.043871764,0.023192978,0.062129304,0.3698209,0.21370474,-0.08384946,0.08198811,0.0064919316,0.0075992676,0.04448077,-0.025871284,-0.026481934,-0.015236973,-0.0069816466,0.023854205,0.0030889348,0.013034613,-0.004246256,0.00024615144,-0.025533745,-0.0037098299,0.0032432398,0.010773977,-0.003126315,-0.008120801,0.031657536,-0.014788314,-0.040916506,0.0014047852,-0.016679743,0.003235676,0.005901379,-0.0058824914,0.0015778496,-0.0010794321,0.008799166,0.0023177296,0.0007968658,0.007866544,-0.007365744,0.0022302298
249,patient7_C5,-8.528418,-2.4144266,-0.7487807,-0.06696772,-0.009632514,0.04360062,0.58707595,0.27769026,0.31675264,0.03913351,-0.244365,0.019840479,0.10956634,-0.11490145,0.07245565,0.0046924017,-0.039149906,0.044137992,-0.011022349,-0.007338462,-0.013062615,0.003127104,-0.01587555,0.0043560686,0.0060270084,0.009914617,-0.0007748095,0.0069684824,0.003972614,0.001071028,-0.0022146846,0.006381042,0.00010231819,0.0013025306,-0.009002225,-0.009577358,-0.0010911592,-0.0029175445,-0.0006452854,-0.0037606205,-0.0003443267,0.00020892282,-0.0013536565,0.0019259122,0.00024489226,0.00087565393,0.00029829796,-0.00013048136,0.0008939088,0.0015786177
250,patient7_C6,9.540724,-4.8194623,-0.23422062,-0.394003,-0.99569446,-0.6009742,0.035379723,-0.1819758,0.009176835,0.033624403,0.05699193,-0.0438488,-0.24177983,-0.07726695,0.08767003,0.0019564005,-0.21575233,0.06758083,0.12960245,-0.0034110446,0.038452,0.018804379,0.033649113,-0.13811696,-0.01398879,-0.0075805774,0.008904117,0.085004784,0.04057714,0.011443147,-0.0072917114,-0.030312354,0.01051243,0.0037151189,-0.035134908,0.0036806627,0.036606155,-0.012274789,-0.004909701,-0.0045714523,0.005704228,-5.954884e-05,0.021348672,0.008341864,-0.0020437886,-0.0058277566,-0.0005043231,3.1314485e-05,0.0008975481,-0.0032930155
251,patient7_C7,8.152492,-4.341424,0.55520284,1.0996009,3.6672926,-0.9304476,0.034330428,-0.07540751,0.03130345,-0.0789913,-0.005825906,0.032593917,0.08370631,-0.100146495,-0.0484666,0.108219594,0.12647842,0.0392501,0.08626512,0.005634158,-0.10841006,0.21170154,0.27719072,-0.07446556,0.10212642,0.06002011,-0.08129572,-0.08431288,-0.08112933,-0.042394347,0.0059891096,0.10896225,-0.05807138,0.009726305,0.00028969173,0.033499368,0.05968018,-0.007093194,-0.018472463,-0.062287375,-0.018842999,0.014659734,0.005150931,0.0367268,0.018566497,0.021890411,-0.014372227,-0.014386548,0.020340668,-0.011875157
252,patient7_C8,-8.340537,-2.1119292,-0.4104434,-0.04019837,0.025155248,0.08471228,0.18143202,0.07155062,0.2866367,0.08744377,-0.0019829026,0.11155806,0.030257583,0.043345015,0.22459057,0.047403242,-0.004764753,-0.08953368,-0.005352057,-0.0015697668,0.003008281,-0.0056709265,-0.00536536,-0.0033509356,0.013569651,0.004711275,-0.009939504,-0.00031790306,-0.0027771748,0.013443823,0.0022065823,-0.008695537,-0.0058525787,-0.0017198072,0.013021816,0.012859573,0.0046002693,0.009438404,-0.0023653146,-0.0035588853,-0.00057063287,-0.005874888,0.002001704,-0.0061571347,-0.00033082822,-0.0032551982,-0.0017874173,-0.0011321552,0.0019729512,-0.002896438
253,patient7_C9,9.452533,-4.9527693,-0.21174075,-0.29525468,-0.76865387,-0.039180283,-0.35459462,0.5254829,0.0048017236,-0.054103266,-0.11960596,0.07171284,0.15239194,-0.0259102,-0.025972035,0.033358105,0.283295,-0.0055648354,-0.09178443,0.025781251,0.023980884,-0.018048998,-0.026314288,-0.02739085,-0.019917473,-0.0073791444,0.0133719025,-0.022730531,0.013348501,0.003200693,0.0074309646,-0.015594324,-0.0005114064,0.02184555,-0.019660335,0.018973107,0.014232447,0.0031772663,-0.0068716975,-0.0008877853,0.006373997,0.0053757075,-0.0063595506,0.0028808506,0.004395351,-0.00023733325,-0.0012131262,0.011259539,-0.0037469014,0.00332893
254,patient7_D1,9.451709,-4.889398,-0.20305179,-0.15420139,-0.5658536,0.15941893,-0.46134567,0.5809168,-0.012797103,0.032898627,0.052207742,-0.06947492,-0.050174046,0.045587175,0.033902854,-0.06938447,-0.18116173,-0.049164634,0.0028861573,-0.03680949,-0.05302048,-0.015036781,-0.0009503077,0.11754479,0.022532836,0.013532754,-0.026119556,-0.003900439,0.005396102,-0.021491714,0.0009886456,0.008546396,-0.013037852,0.0006911936,-0.0009794623,0.0030754718,0.013808504,-0.00178696,-0.0061409674,-0.0008307923,0.002755772,0.0035131753,-0.010564218,0.005984673,-0.0072622807,-0.0021283915,-0.00054999,0.009418744,-0.008647,0.007260561
